transaction_id,customer_id,timestamp_seconds,hour_of_day,day_of_week,is_weekend,is_night,amount,avg_amount_30d,amount_to_avg_ratio,customer_age,customer_tenure_days,account_balance,income_band,merchant_category,merchant_id,transaction_type,card_present,device_type,num_transactions_last_1h,num_transactions_last_24h,minutes_since_last_transaction,distance_from_home_km,distance_from_last_transaction_km,is_foreign_transaction,ip_address_risk_score,failed_pin_attempts_24h,is_fraud
13803,45738,217237,12,2,0,0,54.64,27.42,1.993,40,3815,1460.6,4,online_retail,27259,online,0,ios,0,3,103.3,3.2,2.06,0,0.902,0,0
13804,20307,217241,12,2,0,0,28.34,28,1.012,40,2186,1579.53,4,health,94048,atm_withdrawal,1,pos_terminal,2,9,266.9,16.72,10.04,0,0.004,0,0
13805,48919,217247,12,2,0,0,8.78,30.41,0.289,65,3886,1429.86,5,restaurant,51636,contactless,1,android,2,5,233.1,20.36,24.14,0,0.024,0,1
13806,29298,217252,12,2,0,0,64.94,52.48,1.237,84,3665,2420.08,5,fuel,31111,chip,1,android,0,6,25.7,4.56,7.86,0,0.198,0,0
13807,8774,217254,12,2,0,0,24.05,20.21,1.19,52,2339,469.17,2,jewelry,24689,online,0,android,0,4,126.7,3.58,2.22,0,0.817,0,0
13808,8860,217264,12,2,0,0,93.23,52.19,1.786,82,2230,592.21,1,fuel,52183,online,0,pos_terminal,0,4,228.6,0.23,14.54,0,0.06,0,0
13809,20267,217268,12,2,0,0,39.74,15.48,2.567,74,2398,498.87,2,electronics,80128,swipe,1,web_desktop,1,4,282,5.21,16.6,0,0.125,0,0
13810,38073,217274,12,2,0,0,57.09,51.47,1.109,34,1209,594.98,2,jewelry,85050,contactless,1,pos_terminal,2,10,173.7,43.23,6.91,0,0.292,0,0
13811,4589,217302,12,2,0,0,75.14,61.41,1.224,38,2266,1955.88,1,grocery,40751,swipe,1,unknown,1,4,127.6,21.25,37.27,0,0.235,0,0
13812,19246,217313,12,2,0,0,47.29,26.22,1.804,77,691,1191.56,3,jewelry,84498,online,0,unknown,1,6,9.8,29.09,27.99,0,0.848,0,1
13813,2488,217327,12,2,0,0,62.59,12.78,4.897,53,940,658.69,4,electronics,45853,contactless,1,unknown,1,5,742.9,68.69,4.92,0,0.187,0,0
13814,44050,217347,12,2,0,0,25.32,34.73,0.729,67,211,1849.08,5,gaming,72504,contactless,1,unknown,0,5,267.9,9.68,28.91,0,0.125,0,0
13815,4809,217351,12,2,0,0,22.75,13.57,1.676,71,777,71.97,3,online_retail,34902,online,0,web_mobile,1,6,229,22.04,30.02,0,0.472,0,0
13816,22726,217360,12,2,0,0,20.71,23.46,0.883,26,2539,752.78,2,gambling,80740,online,0,ios,1,4,187.9,10.78,2.85,0,0.562,0,0
13817,6154,217365,12,2,0,0,53.44,22.61,2.364,18,1252,721.7,1,money_transfer,19509,chip,1,android,0,1,433.1,2.77,8.52,0,0.147,0,0
13818,38695,217373,12,2,0,0,23.56,12.16,1.937,21,3565,95.4,3,restaurant,20491,chip,1,ios,0,2,290.4,4.04,22.15,0,0.09,0,0
13819,39729,217383,12,2,0,0,49.8,55.42,0.899,75,2379,503.87,4,clothing,89617,swipe,1,pos_terminal,0,2,236.8,9.37,39.68,0,0.153,0,0
13820,28642,217392,12,2,0,0,29.38,13.27,2.214,80,1648,187.86,2,entertainment,51881,contactless,1,web_desktop,0,7,57.5,3.68,0.57,0,0.025,0,0
13821,48514,217403,12,2,0,0,23.43,26.38,0.888,29,2461,1109,5,electronics,71024,online,0,ios,3,6,2.1,61.18,83.33,0,0.99,0,0
13822,40621,217426,12,2,0,0,44.28,49.01,0.903,20,326,2012.75,1,electronics,28022,online,0,pos_terminal,0,8,275.2,4.47,4.96,0,0.969,0,0
13823,1740,217431,12,2,0,0,56.41,24.07,2.344,46,3350,1645.99,4,grocery,36842,contactless,1,web_mobile,1,5,343.2,27.61,2.39,0,0.292,0,0
13824,19829,217439,12,2,0,0,34.35,63.77,0.539,39,467,821.72,4,online_retail,86253,contactless,1,web_mobile,0,7,95.3,37.98,7.58,0,0.28,0,0
13825,21866,217450,12,2,0,0,14.85,47.88,0.31,24,2420,1517.44,1,travel,92076,online,0,android,0,9,695,4.57,36.15,0,0.786,0,0
13826,32464,217452,12,2,0,0,22.39,30.63,0.731,61,3882,806.45,2,gaming,46314,online,0,unknown,1,4,370.6,6.61,12.04,0,0.945,0,0
13827,31181,217458,12,2,0,0,19.49,20.82,0.936,53,3695,518.96,2,electronics,58012,chip,1,unknown,0,4,270.9,14.46,31.67,0,0.297,0,0
13828,48229,217470,12,2,0,0,98.37,34.05,2.889,23,2443,310.65,4,travel,98564,chip,1,android,0,4,17.6,1.76,12.22,0,0.276,1,0
13829,47882,217489,12,2,0,0,12.3,18.62,0.661,70,2546,193.69,4,electronics,76828,contactless,1,pos_terminal,0,3,195,5.22,25.23,0,0.02,0,0
13830,11112,217515,12,2,0,0,7.29,14.84,0.491,76,715,363.69,3,crypto_exchange,82713,swipe,1,web_desktop,0,4,152.5,0.76,6.58,0,0.11,0,0
13831,47492,217518,12,2,0,0,41.81,33.4,1.252,60,3410,1346.79,1,crypto_exchange,15171,atm_withdrawal,1,unknown,1,5,273,8.83,13.86,0,0.253,0,0
13832,23937,217532,12,2,0,0,13.61,40.85,0.333,52,2356,1197.09,5,grocery,53282,swipe,1,ios,1,3,12.8,12.56,12.45,0,0.128,0,0
13833,28068,217539,12,2,0,0,20.87,16.66,1.253,67,1439,969.56,3,gaming,73705,online,0,unknown,1,8,125.8,2.49,15.91,0,0.462,0,0
13834,45877,217540,12,2,0,0,208.18,131.57,1.582,64,2885,5595.23,2,gambling,21720,atm_withdrawal,1,unknown,0,8,553.1,7.84,13.1,0,0.132,0,0
13835,16416,217544,12,2,0,0,16.56,23.17,0.715,74,3484,1140.74,5,travel,81683,atm_withdrawal,1,unknown,0,3,73.7,5.64,34.75,0,0.123,0,0
13836,29477,217554,12,2,0,0,64.4,19.05,3.381,41,2033,740.54,3,grocery,45369,chip,1,ios,0,5,708.8,30.52,10.37,0,0.295,0,0
13837,47571,217563,12,2,0,0,88.7,53.86,1.647,62,2038,2294.35,1,crypto_exchange,53725,online,0,android,0,4,82,5.34,15.64,0,0.367,0,0
13838,40555,217568,12,2,0,0,51.08,35.58,1.436,30,1763,1121.1,3,crypto_exchange,64945,online,0,web_mobile,0,3,454.4,30.14,17.88,0,0.206,0,0
13839,2816,217629,12,2,0,0,27.28,40.73,0.67,63,2756,224.89,2,health,66820,contactless,1,pos_terminal,0,3,338.4,11.67,11.26,0,0.202,0,0
13840,28970,217640,12,2,0,0,24.08,35.54,0.678,40,1294,764.1,3,grocery,60242,online,0,unknown,1,2,111.9,29.85,5.64,0,0.756,0,0
13841,35139,217646,12,2,0,0,11.2,20.6,0.544,63,2016,845.5,1,jewelry,85774,online,0,unknown,0,3,276,16.5,5.06,0,0.62,0,0
13842,34891,217678,12,2,0,0,59.07,33.38,1.77,45,3982,1634.02,5,utilities,63871,contactless,1,ios,0,2,243.1,4.24,12.84,0,0.3,0,0
13843,18082,217691,12,2,0,0,94.2,47.24,1.994,32,461,373.97,4,jewelry,72316,chip,1,ios,0,3,258.9,4.1,0.8,0,0.13,0,0
13844,4249,217731,12,2,0,0,54.24,32.24,1.682,43,1082,1069.57,1,crypto_exchange,23345,contactless,1,web_desktop,0,9,58,23.72,10.75,0,0.135,0,0
13845,33211,217733,12,2,0,0,21.05,37.31,0.564,25,2184,1054.69,5,clothing,67942,online,0,pos_terminal,0,2,41.5,8.8,5.26,0,0.466,0,0
13846,28218,217750,12,2,0,0,39.9,35.53,1.123,28,2421,1534.27,1,gaming,89041,swipe,1,web_mobile,1,6,24.8,7.99,10.9,0,0.073,0,0
13847,13554,217751,12,2,0,0,44.97,26.67,1.686,21,1429,413.24,5,travel,85712,chip,1,android,0,2,331.8,10.42,9.73,0,0.029,0,0
13848,15255,217756,12,2,0,0,25.29,19.05,1.328,78,2462,710.83,1,electronics,82439,contactless,1,ios,1,6,279,46.61,0.92,0,0.12,0,0
13849,47730,217782,12,2,0,0,13.56,16.5,0.822,64,1576,629.21,3,crypto_exchange,22735,chip,1,web_mobile,3,6,525.9,35.12,2.52,0,0.006,0,0
13850,31811,217786,12,2,0,0,103.49,63.28,1.635,18,3644,467.27,1,utilities,12326,online,0,web_desktop,1,2,373.4,8.71,42.68,0,0.762,0,0
13851,47168,217805,12,2,0,0,7.95,18.51,0.429,26,1620,374.71,4,fuel,40178,online,0,web_desktop,1,3,308.1,60.35,17.08,0,0.598,0,0
13852,19706,217811,12,2,0,0,5.41,13.74,0.394,68,3397,517.55,3,clothing,22212,swipe,1,web_mobile,0,5,48.3,0.36,15.49,0,0.258,0,0
13853,48345,217825,12,2,0,0,14.91,12.68,1.176,55,3212,425.3,2,fuel,83396,contactless,1,ios,1,4,22.4,2.66,4,0,0.115,0,0
13854,32249,217844,12,2,0,0,37.11,38.22,0.971,59,347,1707.44,1,entertainment,73295,online,0,pos_terminal,1,4,505.6,0.11,8.39,0,0.341,0,0
13855,41603,217851,12,2,0,0,5.52,20.76,0.266,84,3538,941.83,1,travel,81777,swipe,1,unknown,0,3,70.8,11.12,14.19,0,0.187,1,0
13856,6915,217880,12,2,0,0,25.23,58.27,0.433,78,1150,2222.63,5,utilities,83388,chip,1,pos_terminal,0,5,220.1,15.97,3.32,0,0.226,0,0
13857,24360,217896,12,2,0,0,37.8,47.78,0.791,33,315,2330.87,4,clothing,62761,swipe,1,ios,1,6,281,1.96,13,0,0.105,0,0
13858,21204,217927,12,2,0,0,90.57,24.17,3.747,40,245,533.98,3,health,87169,chip,1,android,0,6,217.4,7.13,5.84,0,0.281,0,0
13859,40644,217935,12,2,0,0,135.99,52.79,2.576,58,3201,2179.08,3,crypto_exchange,26672,chip,1,web_mobile,0,3,69.8,6.16,18.12,0,0.145,0,0
13860,22265,217956,12,2,0,0,42.49,21.02,2.021,30,2953,339.15,3,entertainment,99433,contactless,1,unknown,1,8,10,24.97,11.35,0,0.038,0,0
13861,11040,217970,12,2,0,0,36.5,16.7,2.186,60,490,170.34,1,crypto_exchange,58707,swipe,1,pos_terminal,0,4,906.5,23.01,2.89,0,0.149,0,0
13862,16088,217972,12,2,0,0,36.15,41.55,0.87,46,2988,2377.39,5,health,51889,chip,1,web_mobile,1,4,88.1,19.85,2.84,0,0.025,0,0
13863,21234,217974,12,2,0,0,12.63,5.64,2.239,30,21,291.2,4,clothing,24298,contactless,1,web_mobile,1,2,115.8,3.5,3.97,0,0.203,0,0
13864,29682,217984,12,2,0,0,24.09,19.24,1.252,46,2723,212.28,4,electronics,80580,chip,1,unknown,0,5,464.8,14.49,38.17,0,0.272,0,0
13865,4473,218041,12,2,0,0,50.96,46.16,1.104,27,1878,2633.23,3,jewelry,19985,online,0,android,0,7,194.2,1.66,66.54,0,0.076,0,0
13866,45372,218064,12,2,0,0,14.57,16.65,0.875,49,738,918.99,2,entertainment,80563,contactless,1,ios,1,2,210,4.67,21.36,0,0.078,0,0
13867,25349,218074,12,2,0,0,23.37,22.37,1.045,38,1027,979.25,2,entertainment,37835,chip,1,ios,1,8,110.6,12.31,4.84,0,0.108,0,0
13868,20009,218105,12,2,0,0,44.32,44.41,0.998,38,1653,1854.31,5,electronics,35878,contactless,1,pos_terminal,0,6,74.2,1.7,20.55,0,0.05,0,0
13869,27595,218107,12,2,0,0,11.67,20.26,0.576,44,3829,737.52,5,fuel,98270,chip,1,android,1,2,88.4,2.18,17.06,0,0.017,0,0
13870,41053,218146,12,2,0,0,24.07,13.66,1.762,74,1095,521.78,1,grocery,22572,contactless,1,web_desktop,0,5,319,17.29,46.46,0,0.29,0,0
13871,2877,218176,12,2,0,0,15.22,17.42,0.874,80,3614,409.22,2,gambling,89751,chip,1,pos_terminal,1,2,154.8,36.65,14.26,0,0.28,0,0
13872,34421,218193,12,2,0,0,177.33,178.96,0.991,69,2450,7439.52,4,clothing,15451,online,0,pos_terminal,0,7,296.7,7.68,8.11,0,0.279,1,0
13873,32204,218202,12,2,0,0,5.82,8.48,0.686,22,2917,446.48,1,clothing,71029,atm_withdrawal,1,unknown,0,2,57.3,9.38,15.17,0,0.079,0,0
13874,37386,218216,12,2,0,0,47.07,52.7,0.893,67,3767,3011.83,2,crypto_exchange,22865,swipe,1,unknown,0,4,117.2,19.34,11.42,0,0.226,0,0
13875,2969,218218,12,2,0,0,21.81,28.8,0.757,60,984,1066.83,5,entertainment,98478,atm_withdrawal,1,unknown,1,6,371.3,12.83,1.33,0,0.108,0,0
13876,14245,218222,12,2,0,0,101.82,41.24,2.469,82,3281,1747.5,1,grocery,34020,online,0,web_mobile,1,3,203.8,7.03,7.33,0,0.615,0,0
13877,40851,218227,12,2,0,0,34.58,14.72,2.349,61,2514,226.58,1,health,67269,chip,1,pos_terminal,0,5,283.9,2.21,7.08,0,0.161,0,0
13878,5125,218228,12,2,0,0,30.48,37.68,0.809,68,2450,383.51,5,grocery,88274,atm_withdrawal,1,unknown,0,5,221.7,8.41,7.01,0,0.244,0,0
13879,47840,218235,12,2,0,0,66.51,15.11,4.402,77,1801,558.92,4,crypto_exchange,51601,contactless,1,ios,0,4,292,35.71,14.2,0,0.068,0,1
13880,43297,218260,12,2,0,0,11.52,25.93,0.444,49,735,396.92,2,fuel,78306,manual_entry,0,ios,1,7,101.1,39.5,2.74,0,0.705,0,0
13881,20282,218302,12,2,0,0,77.34,129.78,0.596,43,940,5601.99,4,gaming,52936,chip,1,android,0,5,232.8,0.78,2.83,0,0.093,0,0
13882,32430,218309,12,2,0,0,63.57,67.72,0.939,70,336,3743.48,1,crypto_exchange,20058,chip,1,unknown,1,4,94.1,1.15,13.91,0,0.063,0,0
13883,25063,218323,12,2,0,0,10.69,13.81,0.774,55,1012,758.94,5,money_transfer,79446,online,0,ios,0,7,241.2,45.83,3.49,0,0.501,0,0
13884,40288,218339,12,2,0,0,90.42,61.31,1.475,84,372,2614.54,1,online_retail,59020,atm_withdrawal,1,ios,1,2,121.5,35.22,12.21,0,0.247,0,0
13885,8469,218344,12,2,0,0,110.65,50.85,2.176,22,472,1441.55,2,jewelry,59417,chip,1,web_desktop,0,4,353.3,18.15,14.19,0,0.132,0,0
13886,24226,218364,12,2,0,0,45.34,45.03,1.007,37,1116,973.73,4,money_transfer,27771,contactless,1,pos_terminal,0,2,144.1,6.84,21.67,0,0.249,0,0
13887,24101,218366,12,2,0,0,12.77,21.25,0.601,51,2107,504.9,3,health,55570,online,0,unknown,0,5,190.1,15.59,2.26,0,0.989,0,0
13888,27476,218380,12,2,0,0,19.21,42.09,0.456,42,817,1265.91,2,restaurant,17873,contactless,1,web_mobile,0,10,411.6,24.28,0.42,0,0.207,0,0
13889,275,218387,12,2,0,0,50.54,62.13,0.813,50,2996,3378.61,2,health,60654,online,0,android,0,2,135.9,1.54,20.44,0,0.573,0,0
13890,39277,218391,12,2,0,0,20.45,23.82,0.859,42,2960,1244.93,1,crypto_exchange,46799,swipe,1,pos_terminal,0,3,120.4,0.56,5.61,0,0.051,0,0
13891,45005,218403,12,2,0,0,85.69,73.4,1.167,23,457,1392.13,1,electronics,94781,contactless,1,android,0,3,211.7,3.53,35.74,0,0.058,0,0
13892,4543,218409,12,2,0,0,30.4,47.24,0.644,59,762,2354.33,2,online_retail,15823,online,0,web_desktop,0,6,118.1,22.08,30.32,0,0.096,0,0
13893,21769,218419,12,2,0,0,16.55,26.41,0.627,77,2636,526.08,3,travel,70342,swipe,1,web_mobile,1,4,639,28.34,7.87,0,0.124,0,0
13894,43035,218445,12,2,0,0,121.65,73.5,1.655,69,3985,3013.63,2,restaurant,24181,chip,1,android,0,6,333.6,0.52,22.94,0,0.039,0,0
13895,6911,218454,12,2,0,0,116.01,44.39,2.613,70,1045,388.68,1,restaurant,49990,chip,1,web_mobile,1,4,426.9,49.65,33.86,0,0.278,0,0
13896,48609,218463,12,2,0,0,27.4,15.78,1.736,24,1973,567.92,3,crypto_exchange,29380,swipe,1,unknown,0,10,76.7,3.66,13.28,0,0.045,0,0
13897,42964,218480,12,2,0,0,72.59,23.5,3.089,61,3307,571.69,4,jewelry,78100,contactless,1,android,0,8,11.6,2.94,2.56,0,0.006,0,0
13898,44944,218483,12,2,0,0,102.13,77.64,1.315,63,582,1049.37,4,jewelry,17397,atm_withdrawal,1,android,0,2,83.4,13.73,16.43,0,0.079,0,0
13899,39653,218551,12,2,0,0,24,33.19,0.723,83,458,1939.07,2,electronics,64001,chip,1,web_mobile,0,6,295.3,35.87,8.69,0,0.075,0,0
13900,42155,218571,12,2,0,0,89.09,26.49,3.363,25,3382,1142.12,5,fuel,31011,chip,1,android,0,5,169,45.9,30.65,0,0.233,0,0
13901,5876,218583,12,2,0,0,37.44,68.32,0.548,79,1637,3300.37,4,health,96550,contactless,1,web_desktop,0,4,339.5,19.75,8.05,0,0.283,0,0
13902,21441,218595,12,2,0,0,18.66,12.13,1.538,29,172,278.11,5,utilities,75139,online,0,web_mobile,0,8,35.1,22.1,3.59,0,0.384,0,0
13903,9961,218604,12,2,0,0,48.14,16.13,2.985,79,1889,944.09,3,gambling,90675,online,0,android,0,2,634.5,0.66,13.45,0,0.399,0,0
13904,3481,218620,12,2,0,0,121.99,40.29,3.028,34,1989,1112.44,3,crypto_exchange,47736,online,0,web_desktop,0,1,201.3,0.99,0.64,0,0.85,0,0
13905,6530,218626,12,2,0,0,16.66,17.86,0.933,22,592,154.17,1,electronics,17099,contactless,1,web_desktop,0,6,89.3,1.49,8.59,0,0.007,0,0
13906,33891,218718,12,2,0,0,55.58,44.43,1.251,74,2015,1947.88,1,travel,11883,contactless,1,unknown,1,6,56.4,4.78,8.23,0,0.148,0,0
13907,11162,218785,12,2,0,0,18.17,13.31,1.365,54,2479,768.43,3,money_transfer,46803,chip,1,unknown,1,8,243.6,12.77,20.14,0,0.122,0,0
13908,36419,218789,12,2,0,0,39.73,18.76,2.118,20,2130,642.97,4,entertainment,77179,swipe,1,web_desktop,0,4,616,3.55,19.35,0,0.274,0,0
13909,8869,218793,12,2,0,0,52.59,35.84,1.467,56,2020,361.65,5,gambling,96222,contactless,1,pos_terminal,1,6,466.6,10.92,4.3,0,0.244,0,0
13910,30300,218796,12,2,0,0,164.27,40.21,4.085,55,1344,2086.36,5,crypto_exchange,64245,manual_entry,0,pos_terminal,0,6,684.1,51.09,9.19,0,0.785,0,1
13911,16226,218816,12,2,0,0,16.64,23.01,0.723,29,1487,232.62,3,gaming,76559,contactless,1,ios,0,3,172.7,1.1,38.97,0,0.131,0,0
13912,29863,218856,12,2,0,0,21.78,22.52,0.967,31,799,835.98,3,crypto_exchange,44419,manual_entry,0,pos_terminal,0,5,36.7,11.89,8.36,0,0.823,0,0
13913,25057,218878,12,2,0,0,49.29,56.94,0.866,61,2498,1396.05,1,grocery,15315,online,0,pos_terminal,0,3,104,8.22,4.37,0,0.943,0,0
13914,32492,218880,12,2,0,0,44.21,23.83,1.855,45,3898,1003.76,5,gaming,13903,contactless,1,ios,0,5,81.3,28.53,23.75,0,0.24,1,0
13915,22157,218883,12,2,0,0,10.66,17.42,0.612,33,557,598.84,5,entertainment,23811,swipe,1,pos_terminal,0,5,342,3.17,11.86,0,0.186,0,0
13916,5261,218894,12,2,0,0,42.42,52.1,0.814,23,1257,603.55,2,electronics,77676,contactless,1,web_mobile,0,7,4.4,0.31,15.89,0,0.278,0,0
13917,35537,218907,12,2,0,0,41.37,28.96,1.429,36,2230,756.97,2,grocery,77993,online,0,unknown,0,3,432.9,2.54,0.32,0,0.322,0,0
13918,30197,218910,12,2,0,0,8.94,24.35,0.367,73,1034,670.95,2,travel,46228,manual_entry,0,ios,1,7,192.4,51.33,10.33,0,0.109,0,0
13919,32500,218911,12,2,0,0,47.43,60.04,0.79,79,3608,1584.71,3,entertainment,95909,online,0,android,0,3,427.3,1.87,3.82,0,0.555,0,0
13920,49069,218918,12,2,0,0,60.56,147.94,0.409,59,943,1197.64,1,crypto_exchange,59362,atm_withdrawal,1,web_mobile,0,6,40.7,1.63,14.36,0,0.011,0,0
13921,27736,218940,12,2,0,0,25.53,16.14,1.582,64,3109,333.44,2,utilities,75711,contactless,1,pos_terminal,0,7,402.1,2.23,1.27,0,0.267,0,0
13922,35295,218946,12,2,0,0,20.8,18.02,1.154,40,2917,324.63,4,clothing,51789,swipe,1,android,0,3,214.8,27.1,8.66,0,0.29,0,0
13923,26092,218952,12,2,0,0,15.51,31.94,0.486,48,3482,348.01,5,money_transfer,64941,online,0,unknown,1,6,85.4,23.64,14.09,0,0.876,0,0
13924,7780,218970,12,2,0,0,5.25,12.91,0.407,52,1992,256.02,3,gambling,15732,online,0,web_desktop,1,8,45.4,67.81,15.01,0,0.509,0,0
13925,47088,218986,12,2,0,0,16.56,29.18,0.568,48,3297,823.44,1,online_retail,51646,online,0,web_mobile,1,3,121.2,4.56,7.33,0,0.985,0,0
13926,38879,218994,12,2,0,0,547.01,123.64,4.424,32,2220,1257.26,1,travel,38647,online,0,android,1,4,476.4,7.81,3.58,0,0.883,0,1
13927,36622,219009,12,2,0,0,50.76,28.85,1.759,30,1821,1293.82,1,health,58504,online,0,web_desktop,1,6,0.6,0.94,8.96,0,0.929,0,0
13928,5568,219015,12,2,0,0,175.56,108.46,1.619,39,3719,3877.42,4,money_transfer,78621,chip,1,pos_terminal,0,2,274.9,15.9,16.52,0,0.215,0,0
13929,38855,219035,12,2,0,0,45.17,8.81,5.127,60,137,120.57,1,fuel,76456,online,0,web_desktop,0,4,188.3,15.49,0.85,0,0.191,0,0
13930,24029,219037,12,2,0,0,12.95,28.92,0.448,44,2387,662.3,5,health,32834,online,0,unknown,0,2,896.6,14.19,23.38,0,0.625,0,0
13931,22498,219057,12,2,0,0,21.96,12.32,1.782,79,1156,238.78,4,travel,59570,atm_withdrawal,1,android,1,8,221.7,19.93,18.4,0,0.055,0,0
13932,48294,219084,12,2,0,0,67.5,45.83,1.473,34,594,956.37,3,restaurant,77617,online,0,web_desktop,0,7,278.8,10.23,0.96,0,0.214,0,0
13933,36853,219085,12,2,0,0,16.62,44.82,0.371,80,1959,1089.82,4,utilities,57777,contactless,1,android,0,3,3.6,2.99,1.8,0,0.019,0,0
13934,42118,219098,12,2,0,0,70.68,60.03,1.177,21,1589,1146.22,1,crypto_exchange,16791,manual_entry,0,unknown,1,5,57.1,21.07,8.15,0,0.872,0,0
13935,41030,219100,12,2,0,0,16.22,12.39,1.309,48,575,198.3,3,utilities,14978,chip,1,web_desktop,0,3,26.2,20.52,7.44,0,0.116,1,0
13936,29677,219108,12,2,0,0,22.9,36.32,0.631,53,2557,1373.83,3,crypto_exchange,14564,swipe,1,web_mobile,0,7,108.7,1.49,3.75,0,0.17,0,0
13937,39251,219121,12,2,0,0,43.71,30.15,1.45,21,1707,658.51,3,electronics,25717,chip,1,web_desktop,0,1,134.6,0.7,23.6,0,0.243,0,0
13938,13175,219123,12,2,0,0,230.58,50.14,4.599,82,1331,1904.43,5,health,79152,chip,1,web_desktop,0,3,227.1,5.11,4.56,0,0.253,0,0
13939,49839,219131,12,2,0,0,21.81,34.95,0.624,24,440,440.09,1,clothing,35030,online,0,pos_terminal,0,5,291.1,3.52,10.57,0,0.15,0,0
13940,15708,219153,12,2,0,0,273.22,53.58,5.099,20,1099,1752.03,4,gambling,10494,manual_entry,0,web_desktop,0,4,196.8,25.11,21.75,0,0.207,0,0
13941,40846,219154,12,2,0,0,17.13,17.2,0.996,53,1620,291.8,1,grocery,78292,chip,1,unknown,0,4,156.1,6.43,8.56,0,0.211,0,0
13942,14804,219171,12,2,0,0,20.03,22.7,0.882,29,1283,1011.96,1,travel,43852,contactless,1,pos_terminal,0,3,53,21.41,7.54,0,0.229,0,0
13943,1185,219193,12,2,0,0,20.37,22.86,0.891,38,1793,1059.57,4,utilities,66871,chip,1,unknown,0,3,308.5,2.7,7.77,0,0.22,0,0
13944,19187,219196,12,2,0,0,12.84,15.82,0.812,60,2806,311.62,4,crypto_exchange,82871,online,0,web_mobile,0,0,77.1,9.14,13.36,0,0.8,0,0
13945,30506,219210,12,2,0,0,58.35,58.41,0.999,76,603,3278.74,2,online_retail,63948,online,0,pos_terminal,1,2,120.6,24.59,15.67,0,0.661,0,0
13946,24043,219243,12,2,0,0,11.97,27.8,0.431,48,1186,662.45,5,health,38832,contactless,1,ios,0,6,327.3,31.44,4.9,0,0.072,0,0
13947,29823,219251,12,2,0,0,15.55,28.69,0.542,45,1210,622.06,3,restaurant,69080,swipe,1,pos_terminal,0,3,63.5,6.61,47.55,0,0.123,0,0
13948,916,219281,12,2,0,0,66.8,73.16,0.913,54,3340,967.56,3,online_retail,17620,online,0,web_mobile,0,4,54.9,25.11,0.48,0,0.663,0,0
13949,39625,219291,12,2,0,0,159.93,95.21,1.68,60,2917,4203.43,3,gaming,10889,online,0,ios,1,3,165.2,22.45,8.03,0,0.855,0,1
13950,13276,219339,12,2,0,0,35.7,24.97,1.43,39,3676,1509.03,5,travel,17982,contactless,1,unknown,0,4,299.2,53.69,31.11,0,0.003,0,0
13951,7155,219341,12,2,0,0,18.2,10.02,1.816,35,2359,542.76,3,clothing,34526,chip,1,android,0,3,75,2.9,7.65,0,0.213,0,0
13952,48427,219347,12,2,0,0,13.32,33.82,0.394,40,51,808.27,5,gaming,70708,chip,1,web_mobile,1,3,1145.9,2.2,0.1,0,0.267,0,0
13953,435,219366,12,2,0,0,17.16,22.58,0.76,26,2450,693.38,3,entertainment,32106,online,0,web_desktop,0,3,355.4,7.79,21.67,0,0.911,0,0
13954,33587,219399,12,2,0,0,51.43,39.88,1.29,57,2882,2262.07,3,electronics,67548,contactless,1,ios,1,3,116.3,0.07,10.33,0,0.13,0,0
13955,23363,219410,12,2,0,0,17.33,12.34,1.404,48,2659,328.65,1,clothing,92432,online,0,web_desktop,1,9,44.3,22.93,40.94,0,0.081,1,0
13956,4076,219420,12,2,0,0,14.56,28.36,0.513,83,3968,859.66,5,money_transfer,33545,manual_entry,0,android,1,6,227.1,5.24,11.35,0,0.2,0,0
13957,48232,219433,12,2,0,0,36.22,43.26,0.837,63,3769,2120.4,4,online_retail,91966,contactless,1,android,0,3,122.6,24.44,0.59,0,0.186,0,0
13958,21238,219453,12,2,0,0,11.44,24.8,0.461,18,1534,459.07,3,online_retail,93306,online,0,unknown,0,3,26.7,3.84,2.35,0,0.101,0,0
13959,34811,219461,12,2,0,0,17.35,26.06,0.666,59,3740,910.34,1,travel,35288,online,0,web_mobile,0,4,315.4,8.75,8.48,0,0.148,0,0
13960,43974,219494,12,2,0,0,55.67,24.64,2.259,73,1903,692.99,1,restaurant,61173,online,0,ios,0,3,78.3,4.4,23.37,0,0.898,0,0
13961,40660,219519,12,2,0,0,23.24,35.38,0.657,78,1232,522.48,5,electronics,54963,online,0,web_mobile,0,6,298.2,25.82,16.67,0,0.707,0,0
13962,44473,219532,12,2,0,0,24.97,32.62,0.765,62,913,1287.5,5,health,12652,manual_entry,0,pos_terminal,1,3,22.4,11.89,14.71,0,0.994,0,0
13963,17336,219533,12,2,0,0,22.4,36.77,0.609,37,3349,1588.61,5,entertainment,71247,chip,1,web_mobile,1,5,436.8,0.15,2.41,0,0.095,0,0
13964,10971,219551,12,2,0,0,35.15,30.5,1.152,79,1242,1827.39,1,entertainment,15006,online,0,web_mobile,0,6,129.9,1.19,33.05,0,0.502,1,0
13965,909,219552,12,2,0,0,52.02,16.05,3.241,24,29,796.85,5,fuel,36287,online,0,web_desktop,2,6,51.9,7.68,5.74,0,0.16,0,0
13966,48252,219568,12,2,0,0,6.08,10.22,0.595,62,2674,105.92,1,jewelry,93857,online,0,web_mobile,0,6,148.6,20.66,51.92,0,0.141,0,0
